ref_area,ref_area_name,counterpart,counterpart_name,time_period,year,quarter,var_code,metric,sex,gender,area_name,reg_name,province,imm_category,obs_value,obs_status,source_dataset
CAN,Canada,LAT,Latvia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,67.0,,FALLBACK_XLSX
CAN,Canada,LBN,Lebanon,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,1919.0,,FALLBACK_XLSX
CAN,Canada,LES,Lesotho,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,9.0,,FALLBACK_XLSX
CAN,Canada,LIB,Liberia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,59.0,,FALLBACK_XLSX
CAN,Canada,LIB,Libya,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,128.0,,FALLBACK_XLSX
CAN,Canada,LIE,Liechtenstein,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,7.0,,FALLBACK_XLSX
CAN,Canada,LIT,Lithuania,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,87.0,,FALLBACK_XLSX
CAN,Canada,LUX,Luxembourg,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,7.0,,FALLBACK_XLSX
CAN,Canada,MAD,Madagascar,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,35.0,,FALLBACK_XLSX
CAN,Canada,MAL,Malawi,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,6.0,,FALLBACK_XLSX
CAN,Canada,MYS,Malaysia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,382.0,,FALLBACK_XLSX
CAN,Canada,MAL,Mali,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,67.0,,FALLBACK_XLSX
CAN,Canada,MAL,Malta,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,21.0,,FALLBACK_XLSX
CAN,Canada,MAU,Mauritania,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,10.0,,FALLBACK_XLSX
CAN,Canada,MAU,Mauritius,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,159.0,,FALLBACK_XLSX
CAN,Canada,MEX,Mexico,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,1234.0,,FALLBACK_XLSX
CAN,Canada,MON,Monaco,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,1.0,,FALLBACK_XLSX
CAN,Canada,MON,Mongolia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,8.0,,FALLBACK_XLSX
CAN,Canada,MAR,Morocco,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,939.0,,FALLBACK_XLSX
CAN,Canada,MOZ,Mozambique,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,1.0,,FALLBACK_XLSX
CAN,Canada,MYA,Myanmar,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,229.0,,FALLBACK_XLSX
CAN,Canada,NAM,Namibia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,2.0,,FALLBACK_XLSX
CAN,Canada,NPL,Nepal,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,132.0,,FALLBACK_XLSX
CAN,Canada,NLD,Netherlands,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,994.0,,FALLBACK_XLSX
CAN,Canada,NZL,New Zealand,1996,1996,,B11,Inflows of Foreign Population,T,Total,Oceania,Australia and New Zealand,,,219.0,,FALLBACK_XLSX
CAN,Canada,NIC,Nicaragua,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,248.0,,FALLBACK_XLSX
CAN,Canada,NIG,Niger,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,7.0,,FALLBACK_XLSX
CAN,Canada,NGA,Nigeria,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,531.0,,FALLBACK_XLSX
CAN,Canada,NOR,Norway,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,70.0,,FALLBACK_XLSX
CAN,Canada,OMA,Oman,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,2.0,,FALLBACK_XLSX
CAN,Canada,PAK,Pakistan,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,9125.0,,FALLBACK_XLSX
CAN,Canada,PAN,Panama,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,73.0,,FALLBACK_XLSX
CAN,Canada,PAP,Papua New Guinea,1996,1996,,B11,Inflows of Foreign Population,T,Total,Oceania,Melanesia,,,2.0,,FALLBACK_XLSX
CAN,Canada,PAR,Paraguay,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,38.0,,FALLBACK_XLSX
CAN,Canada,PER,Peru,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,845.0,,FALLBACK_XLSX
CAN,Canada,PHL,Philippines,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,13692.0,,FALLBACK_XLSX
CAN,Canada,POL,Poland,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,2136.0,,FALLBACK_XLSX
CAN,Canada,PRT,Portugal,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,1237.0,,FALLBACK_XLSX
CAN,Canada,QAT,Qatar,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,4.0,,FALLBACK_XLSX
CAN,Canada,REP,Republic of Korea,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,3250.0,,FALLBACK_XLSX
CAN,Canada,REP,Republic of Moldova,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,230.0,,FALLBACK_XLSX
CAN,Canada,ROU,Romania,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,3909.0,,FALLBACK_XLSX
CAN,Canada,RUS,Russian Federation,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,2640.0,,FALLBACK_XLSX
CAN,Canada,RWA,Rwanda,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,227.0,,FALLBACK_XLSX
CAN,Canada,SAI,Saint Kitts and Nevis,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,18.0,,FALLBACK_XLSX
CAN,Canada,SAI,Saint Lucia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,111.0,,FALLBACK_XLSX
CAN,Canada,SAI,Saint Vincent and the Grenadines,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,256.0,,FALLBACK_XLSX
CAN,Canada,SAM,Samoa,1996,1996,,B11,Inflows of Foreign Population,T,Total,Oceania,Polynesia,,,2.0,,FALLBACK_XLSX
CAN,Canada,SAU,Saudi Arabia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,84.0,,FALLBACK_XLSX
CAN,Canada,SEN,Senegal,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,122.0,,FALLBACK_XLSX
CAN,Canada,SEY,Seychelles,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,27.0,,FALLBACK_XLSX
CAN,Canada,SIE,Sierra Leone,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,63.0,,FALLBACK_XLSX
CAN,Canada,SIN,Singapore,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,409.0,,FALLBACK_XLSX
CAN,Canada,SLO,Slovakia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,232.0,,FALLBACK_XLSX
CAN,Canada,SLO,Slovenia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,41.0,,FALLBACK_XLSX
CAN,Canada,SOM,Somalia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,1541.0,,FALLBACK_XLSX
CAN,Canada,ZAF,South Africa,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,1308.0,,FALLBACK_XLSX
CAN,Canada,ESP,Spain,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,105.0,,FALLBACK_XLSX
CAN,Canada,LKA,Sri Lanka,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,6484.0,,FALLBACK_XLSX
CAN,Canada,STA,State of Palestine,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,8.0,,FALLBACK_XLSX
CAN,Canada,SDN,Sudan,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,714.0,,FALLBACK_XLSX
CAN,Canada,SUR,Suriname,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,51.0,,FALLBACK_XLSX
CAN,Canada,SWA,Swaziland,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,2.0,,FALLBACK_XLSX
CAN,Canada,SWE,Sweden,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,161.0,,FALLBACK_XLSX
CAN,Canada,CHE,Switzerland,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,823.0,,FALLBACK_XLSX
CAN,Canada,SYR,Syrian Arab Republic,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,942.0,,FALLBACK_XLSX
CAN,Canada,TAJ,Tajikistan,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Central Asia,,,2.0,,FALLBACK_XLSX
CAN,Canada,THA,Thailand,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,195.0,,FALLBACK_XLSX
CAN,Canada,THE,The former Yugoslav Republic of Macedonia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,138.0,,FALLBACK_XLSX
CAN,Canada,TOG,Togo,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,75.0,,FALLBACK_XLSX
CAN,Canada,TON,Tonga,1996,1996,,B11,Inflows of Foreign Population,T,Total,Oceania,Polynesia,,,8.0,,FALLBACK_XLSX
CAN,Canada,TTO,Trinidad and Tobago,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,2198.0,,FALLBACK_XLSX
CAN,Canada,TUN,Tunisia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,256.0,,FALLBACK_XLSX
CAN,Canada,TUR,Turkey,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,638.0,,FALLBACK_XLSX
CAN,Canada,TUR,Turkmenistan,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Central Asia,,,10.0,,FALLBACK_XLSX
CAN,Canada,UGA,Uganda,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,62.0,,FALLBACK_XLSX
CAN,Canada,UKR,Ukraine,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,2684.0,,FALLBACK_XLSX
CAN,Canada,UNI,United Arab Emirates,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,33.0,,FALLBACK_XLSX
CAN,Canada,UNI,United Kingdom of Great Britain and Northern Ireland,1996,1996,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,29322.0,,FALLBACK_XLSX
CAN,Canada,UNI,United Republic of Tanzania,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,264.0,,FALLBACK_XLSX
CAN,Canada,UNI,United States of America,1996,1996,,B11,Inflows of Foreign Population,T,Total,Northern America,Northern America,,,5515.0,,FALLBACK_XLSX
CAN,Canada,URU,Uruguay,1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,171.0,,FALLBACK_XLSX
CAN,Canada,UZB,Uzbekistan,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Central Asia,,,58.0,,FALLBACK_XLSX
CAN,Canada,VEN,Venezuela (Bolivarian Republic of),1996,1996,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,520.0,,FALLBACK_XLSX
CAN,Canada,VIE,Viet Nam,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,2462.0,,FALLBACK_XLSX
CAN,Canada,YEM,Yemen,1996,1996,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,144.0,,FALLBACK_XLSX
CAN,Canada,ZAM,Zambia,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,34.0,,FALLBACK_XLSX
CAN,Canada,ZWE,Zimbabwe,1996,1996,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,39.0,,FALLBACK_XLSX
CAN,Canada,UNK,Unknown,1996,1996,,B11,Inflows of Foreign Population,T,Total,World,World,,,25986.0,,FALLBACK_XLSX
CAN,Canada,TOT,Total,1996,1996,,B11,Inflows of Foreign Population,T,Total,World,World,,,226071.0,,FALLBACK_XLSX
CAN,Canada,AFG,Afghanistan,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,2555.0,,FALLBACK_XLSX
CAN,Canada,ALB,Albania,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,307.0,,FALLBACK_XLSX
CAN,Canada,DZA,Algeria,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,1842.0,,FALLBACK_XLSX
CAN,Canada,ANG,Angola,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,27.0,,FALLBACK_XLSX
CAN,Canada,ANT,Antigua and Barbuda,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,27.0,,FALLBACK_XLSX
CAN,Canada,ARG,Argentina,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,391.0,,FALLBACK_XLSX
CAN,Canada,ARM,Armenia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,115.0,,FALLBACK_XLSX
CAN,Canada,AUS,Australia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Oceania,Australia and New Zealand,,,623.0,,FALLBACK_XLSX
CAN,Canada,AUT,Austria,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,152.0,,FALLBACK_XLSX
CAN,Canada,AZE,Azerbaijan,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,38.0,,FALLBACK_XLSX
CAN,Canada,BAH,Bahamas,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,17.0,,FALLBACK_XLSX
CAN,Canada,BAH,Bahrain,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,28.0,,FALLBACK_XLSX
CAN,Canada,BGD,Bangladesh,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,3378.0,,FALLBACK_XLSX
CAN,Canada,BAR,Barbados,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,153.0,,FALLBACK_XLSX
CAN,Canada,BEL,Belarus,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,349.0,,FALLBACK_XLSX
CAN,Canada,BEL,Belgium,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,227.0,,FALLBACK_XLSX
CAN,Canada,BEL,Belize,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,33.0,,FALLBACK_XLSX
CAN,Canada,BEN,Benin,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,32.0,,FALLBACK_XLSX
CAN,Canada,BHU,Bhutan,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,2.0,,FALLBACK_XLSX
CAN,Canada,BOL,Bolivia (Plurinational State of),1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,43.0,,FALLBACK_XLSX
CAN,Canada,BOS,Bosnia and Herzegovina,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,2214.0,,FALLBACK_XLSX
CAN,Canada,BOT,Botswana,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Southern Africa,,,2.0,,FALLBACK_XLSX
CAN,Canada,BRA,Brazil,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,591.0,,FALLBACK_XLSX
CAN,Canada,BRU,Brunei Darussalam,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,6.0,,FALLBACK_XLSX
CAN,Canada,BGR,Bulgaria,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,732.0,,FALLBACK_XLSX
CAN,Canada,BUR,Burkina Faso,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,23.0,,FALLBACK_XLSX
CAN,Canada,BUR,Burundi,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,207.0,,FALLBACK_XLSX
CAN,Canada,CAB,Cabo Verde,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,16.0,,FALLBACK_XLSX
CAN,Canada,KHM,Cambodia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,313.0,,FALLBACK_XLSX
CAN,Canada,CMR,Cameroon,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,104.0,,FALLBACK_XLSX
CAN,Canada,CEN,Central African Republic,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,9.0,,FALLBACK_XLSX
CAN,Canada,CHA,Chad,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,26.0,,FALLBACK_XLSX
CAN,Canada,CHL,Chile,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,325.0,,FALLBACK_XLSX
CAN,Canada,CHN,China,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,20475.0,,FALLBACK_XLSX
CAN,Canada,CHI,"China, Hong Kong Special Administrative Region",1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,24.0,,FALLBACK_XLSX
CAN,Canada,COL,Colombia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,578.0,,FALLBACK_XLSX
CAN,Canada,COM,Comoros,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,2.0,,FALLBACK_XLSX
CAN,Canada,CON,Congo,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,25.0,,FALLBACK_XLSX
CAN,Canada,COS,Costa Rica,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,135.0,,FALLBACK_XLSX
CAN,Canada,CÔT,Côte d'Ivoire,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,67.0,,FALLBACK_XLSX
CAN,Canada,HRV,Croatia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,622.0,,FALLBACK_XLSX
CAN,Canada,CUB,Cuba,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,566.0,,FALLBACK_XLSX
CAN,Canada,CYP,Cyprus,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,36.0,,FALLBACK_XLSX
CAN,Canada,CZE,Czech Republic,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,182.0,,FALLBACK_XLSX
CAN,Canada,DEM,Democratic People's Republic of Korea,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,4.0,,FALLBACK_XLSX
CAN,Canada,DEM,Democratic Republic of the Congo,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,663.0,,FALLBACK_XLSX
CAN,Canada,DNK,Denmark,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,83.0,,FALLBACK_XLSX
CAN,Canada,DJI,Djibouti,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,28.0,,FALLBACK_XLSX
CAN,Canada,DOM,Dominica,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,68.0,,FALLBACK_XLSX
CAN,Canada,DOM,Dominican Republic,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,285.0,,FALLBACK_XLSX
CAN,Canada,ECU,Ecuador,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,317.0,,FALLBACK_XLSX
CAN,Canada,EGY,Egypt,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Northern Africa,,,2137.0,,FALLBACK_XLSX
CAN,Canada,SLV,El Salvador,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,603.0,,FALLBACK_XLSX
CAN,Canada,EQU,Equatorial Guinea,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,3.0,,FALLBACK_XLSX
CAN,Canada,ERI,Eritrea,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,80.0,,FALLBACK_XLSX
CAN,Canada,EST,Estonia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,73.0,,FALLBACK_XLSX
CAN,Canada,ETH,Ethiopia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,739.0,,FALLBACK_XLSX
CAN,Canada,FIJ,Fiji,1997,1997,,B11,Inflows of Foreign Population,T,Total,Oceania,Melanesia,,,448.0,,FALLBACK_XLSX
CAN,Canada,FIN,Finland,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,82.0,,FALLBACK_XLSX
CAN,Canada,FRA,France,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,2473.0,,FALLBACK_XLSX
CAN,Canada,GAB,Gabon,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Middle Africa,,,12.0,,FALLBACK_XLSX
CAN,Canada,GAM,Gambia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,25.0,,FALLBACK_XLSX
CAN,Canada,GEO,Georgia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,46.0,,FALLBACK_XLSX
CAN,Canada,DEU,Germany,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Western Europe,,,1397.0,,FALLBACK_XLSX
CAN,Canada,GNA,Ghana,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,1274.0,,FALLBACK_XLSX
CAN,Canada,GRC,Greece,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,190.0,,FALLBACK_XLSX
CAN,Canada,GRE,Grenada,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,387.0,,FALLBACK_XLSX
CAN,Canada,GTM,Guatemala,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,519.0,,FALLBACK_XLSX
CAN,Canada,GUI,Guinea,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,38.0,,FALLBACK_XLSX
CAN,Canada,GUI,Guinea-Bissau,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Western Africa,,,4.0,,FALLBACK_XLSX
CAN,Canada,GUY,Guyana,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,South America,,,1795.0,,FALLBACK_XLSX
CAN,Canada,HTI,Haiti,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,1645.0,,FALLBACK_XLSX
CAN,Canada,HND,Honduras,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Central America,,,225.0,,FALLBACK_XLSX
CAN,Canada,HUN,Hungary,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Eastern Europe,,,319.0,,FALLBACK_XLSX
CAN,Canada,ICE,Iceland,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,11.0,,FALLBACK_XLSX
CAN,Canada,IND,India,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,22268.0,,FALLBACK_XLSX
CAN,Canada,IDN,Indonesia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,166.0,,FALLBACK_XLSX
CAN,Canada,IRA,Iran (Islamic Republic of),1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Southern Asia,,,7982.0,,FALLBACK_XLSX
CAN,Canada,IRQ,Iraq,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,2564.0,,FALLBACK_XLSX
CAN,Canada,IRL,Ireland,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,220.0,,FALLBACK_XLSX
CAN,Canada,ISR,Israel,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,2998.0,,FALLBACK_XLSX
CAN,Canada,ITA,Italy,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Southern Europe,,,491.0,,FALLBACK_XLSX
CAN,Canada,JAM,Jamaica,1997,1997,,B11,Inflows of Foreign Population,T,Total,Latin America and the Caribbean,Caribbean,,,2847.0,,FALLBACK_XLSX
CAN,Canada,JPN,Japan,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Eastern Asia,,,924.0,,FALLBACK_XLSX
CAN,Canada,JOR,Jordan,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,1317.0,,FALLBACK_XLSX
CAN,Canada,KAZ,Kazakhstan,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Central Asia,,,593.0,,FALLBACK_XLSX
CAN,Canada,KEN,Kenya,1997,1997,,B11,Inflows of Foreign Population,T,Total,Africa,Eastern Africa,,,223.0,,FALLBACK_XLSX
CAN,Canada,KUW,Kuwait,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Western Asia,,,108.0,,FALLBACK_XLSX
CAN,Canada,KYR,Kyrgyzstan,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,Central Asia,,,43.0,,FALLBACK_XLSX
CAN,Canada,LAO,Lao People's Democratic Republic,1997,1997,,B11,Inflows of Foreign Population,T,Total,Asia,South-Eastern Asia,,,31.0,,FALLBACK_XLSX
CAN,Canada,LAT,Latvia,1997,1997,,B11,Inflows of Foreign Population,T,Total,Europe,Northern Europe,,,123.0,,FALLBACK_XLSX
